index,Country Name,Travel Destination,Checking,Things to Do,location,reviewcount,rating
66,Indonesia,Makassar,Makassar,"['Tur (30)', 'Aktivitas Luar Ruangan (23)', 'Transportasi (16)', 'Tempat Belanja (15)', 'Pemandangan & Tengara (15)', 'Wisata Alam & Taman (10)', 'Spa & Kebugaran (9)', 'Tur dengan Perahu & Olahraga Air (7)', 'Hiburan malam (6)', 'Makanan & Minuman (5)', 'Hiburan & Permainan (4)', 'Taman Air & Taman Hiburan (2)', 'Cocok untuk Anak-Anak (13)', 'Masuk Gratis (12)', 'Harga terjangkau (11)', 'Cocok untuk Pasangan (6)', 'Bagus Saat Hujan (6)', 'Cocok untuk Kelompok Besar (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Tempat yang Belum Populer (1)', 'Berjiwa petualang (1)']","Sulawesi Selatan, Indonesia",29012,1
67,Indonesia,Raja Ampat,Raja Ampat,"['Aktivitas Luar Ruangan (22)', 'Wisata Alam & Taman (21)', 'Tur (18)', 'Tur dengan Perahu & Olahraga Air (16)', 'Pemandangan & Tengara (8)', 'Transportasi (5)', 'Cocok untuk Pasangan (9)', 'Cocok untuk Penggemar Aktivitas Ekstrem (8)', 'Berjiwa petualang (5)', 'Harga terjangkau (4)', 'Cocok untuk Kelompok Besar (4)', 'Lokasi bulan madu (4)', 'Cocok untuk Anak-Anak (3)', 'Tempat yang Belum Populer (2)', 'Masuk Gratis (2)']","Papua Barat, Indonesia",4433,5
68,Indonesia,Lembang,Lembang,"['Wisata Alam & Taman (10)', 'Pemandangan & Tengara (7)', 'Aktivitas Luar Ruangan (6)', 'Tempat Belanja (3)', 'Museum (3)', 'Spa & Kebugaran (2)', 'Tur (2)', 'Kebun Binatang & Akuarium (1)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)', 'Cocok untuk Anak-Anak (16)', 'Harga terjangkau (10)', 'Cocok untuk Kelompok Besar (8)', 'Cocok untuk Pasangan (7)', 'Berjiwa petualang (2)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Tempat yang Belum Populer (1)', 'Masuk Gratis (1)', 'Bagus Saat Hujan (1)']","Jawa Barat, Indonesia",7598,2
69,Indonesia,Kedewatan,Kedewatan,"['Tur (8)', 'Aktivitas Luar Ruangan (7)', 'Tur dengan Perahu & Olahraga Air (4)', 'Tempat Belanja (2)', 'Spa & Kebugaran (2)', 'Kursus & Sanggar (1)', 'Museum (1)', 'Hiburan & Permainan (1)', 'Transportasi (1)', 'Harga terjangkau (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Masuk Gratis (1)', 'Berjiwa petualang (1)', 'Bagus Saat Hujan (1)']","Ubud, Indonesia",14496,5
70,Indonesia,Kepulauan Gili,Kepulauan Gili,"['Aktivitas Luar Ruangan (119)', 'Tur (113)', 'Tur dengan Perahu & Olahraga Air (106)', 'Spa & Kebugaran (34)', 'Transportasi (23)', 'Hiburan malam (13)', 'Kursus & Sanggar (9)', 'Hiburan & Permainan (7)', 'Wisata Alam & Taman (5)', 'Tempat Belanja (3)', 'Makanan & Minuman (3)', 'Pemandangan & Tengara (3)', 'Cocok untuk Pasangan (77)', 'Harga terjangkau (70)', 'Bagus Saat Hujan (70)', 'Cocok untuk Penggemar Aktivitas Ekstrem (54)', 'Cocok untuk Kelompok Besar (43)', 'Lokasi bulan madu (41)', 'Berjiwa petualang (33)', 'Cocok untuk Anak-Anak (18)', 'Masuk Gratis (12)', 'Tempat yang Belum Populer (6)']","Pemenang, Indonesia",160062,5
71,Indonesia,Tawangmangu,Tawangmangu,"['Pemandangan & Tengara (2)', 'Wisata Alam & Taman (2)', 'Tur (1)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)', 'Cocok untuk Anak-Anak (2)', 'Masuk Gratis (1)']","Jawa Tengah, Indonesia",439,2
72,Indonesia,Sukawati,Sukawati,"['Tur (98)', 'Aktivitas Luar Ruangan (43)', 'Tempat Belanja (29)', 'Tur dengan Perahu & Olahraga Air (17)', 'Pemandangan & Tengara (12)', 'Kursus & Sanggar (11)', 'Museum (11)', 'Wisata Alam & Taman (7)', 'Spa & Kebugaran (6)', 'Transportasi (6)', 'Makanan & Minuman (4)', 'Hiburan & Permainan (4)', 'Kebun Binatang & Akuarium (3)', 'Konser & Pertunjukan (2)', 'Cocok untuk Pasangan (40)', 'Cocok untuk Anak-Anak (35)', 'Cocok untuk Kelompok Besar (31)', 'Bagus Saat Hujan (29)', 'Harga terjangkau (27)', 'Lokasi bulan madu (18)', 'Masuk Gratis (13)', 'Cocok untuk Penggemar Aktivitas Ekstrem (12)', 'Tempat yang Belum Populer (6)', 'Berjiwa petualang (1)']","Gianyar Regency, Indonesia",17164,3
73,Indonesia,Kedonganan,Kedonganan,"['Tur (4)', 'Aktivitas Luar Ruangan (2)', 'Spa & Kebugaran (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Anak-Anak (2)', 'Cocok untuk Kelompok Besar (1)', 'Lokasi bulan madu (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Bagus Saat Hujan (1)']","Jimbaran, Indonesia",4181,5
74,Indonesia,Serpong,Serpong,"['Spa & Kebugaran (7)', 'Hiburan & Permainan (7)', 'Tempat Belanja (5)', 'Pemandangan & Tengara (4)', 'Wisata Alam & Taman (3)', 'Hiburan malam (2)', 'Taman Air & Taman Hiburan (2)', 'Makanan & Minuman (1)', 'Kursus & Sanggar (1)', 'Cocok untuk Anak-Anak (6)', 'Harga terjangkau (4)', 'Masuk Gratis (4)', 'Bagus Saat Hujan (4)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Kelompok Besar (2)']","Banten Province, Indonesia",5426,3
75,Indonesia,Pulau Weh,Pulau Weh,"['Aktivitas Luar Ruangan (14)', 'Tur (13)', 'Tur dengan Perahu & Olahraga Air (12)', 'Wisata Alam & Taman (4)', 'Pemandangan & Tengara (3)', 'Transportasi (3)', 'Makanan & Minuman (1)', 'Spa & Kebugaran (1)', 'Harga terjangkau (7)', 'Cocok untuk Kelompok Besar (7)', 'Cocok untuk Pasangan (6)', 'Cocok untuk Penggemar Aktivitas Ekstrem (5)', 'Cocok untuk Anak-Anak (4)', 'Lokasi bulan madu (4)', 'Masuk Gratis (4)', 'Bagus Saat Hujan (4)', 'Tempat yang Belum Populer (3)', 'Berjiwa petualang (3)']","Aceh, Indonesia",4251,2
76,Indonesia,Kepulauan Mentawai,Kepulauan Mentawai,"['Aktivitas Luar Ruangan (5)', 'Tur (4)', 'Tur dengan Perahu & Olahraga Air (3)', 'Wisata Alam & Taman (3)', 'Hiburan & Permainan (1)', 'Transportasi (1)']","West Sumatra, Indonesia",938,5
77,Indonesia,Jepara,Jepara,"['Aktivitas Luar Ruangan (10)', 'Wisata Alam & Taman (8)', 'Tur (5)', 'Transportasi (5)', 'Pemandangan & Tengara (4)', 'Tur dengan Perahu & Olahraga Air (3)', 'Hiburan & Permainan (2)', 'Museum (1)', 'Taman Air & Taman Hiburan (1)', 'Cocok untuk Anak-Anak (5)', 'Harga terjangkau (2)', 'Cocok untuk Kelompok Besar (2)', 'Bagus Saat Hujan (1)']","Jawa Tengah, Indonesia",1793,2
78,Indonesia,Banda Aceh,Banda Aceh,"['Pemandangan & Tengara (19)', 'Wisata Alam & Taman (13)', 'Aktivitas Luar Ruangan (13)', 'Tur (10)', 'Tempat Belanja (6)', 'Transportasi (5)', 'Museum (4)', 'Tur dengan Perahu & Olahraga Air (4)', 'Makanan & Minuman (3)', 'Spa & Kebugaran (3)', 'Taman Air & Taman Hiburan (1)', 'Cocok untuk Anak-Anak (9)', 'Masuk Gratis (9)', 'Harga terjangkau (7)', 'Cocok untuk Kelompok Besar (5)', 'Bagus Saat Hujan (5)', 'Cocok untuk Pasangan (2)', 'Lokasi bulan madu (1)']","Aceh, Indonesia",4984,3
79,Indonesia,Rantepao,Rantepao,"['Tur (13)', 'Pemandangan & Tengara (8)', 'Aktivitas Luar Ruangan (7)', 'Tempat Belanja (3)', 'Spa & Kebugaran (2)', 'Transportasi (2)', 'Tur dengan Perahu & Olahraga Air (1)', 'Wisata Alam & Taman (1)', 'Harga terjangkau (8)', 'Cocok untuk Kelompok Besar (6)', 'Cocok untuk Pasangan (4)', 'Masuk Gratis (3)', 'Lokasi bulan madu (2)', 'Bagus Saat Hujan (2)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Berjiwa petualang (1)']","Sulawesi Selatan, Indonesia",4301,4
80,Indonesia,Samarinda,Samarinda,"['Tempat Belanja (9)', 'Pemandangan & Tengara (7)', 'Tur (6)', 'Wisata Alam & Taman (6)', 'Aktivitas Luar Ruangan (5)', 'Spa & Kebugaran (3)', 'Taman Air & Taman Hiburan (3)', 'Hiburan malam (2)', 'Tur dengan Perahu & Olahraga Air (2)', 'Hiburan & Permainan (1)', 'Transportasi (1)', 'Cocok untuk Anak-Anak (6)', 'Masuk Gratis (5)', 'Bagus Saat Hujan (5)', 'Harga terjangkau (3)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Pasangan (1)']","Kalimantan Timur, Indonesia",3654,3
81,Indonesia,Pontianak,Pontianak,"['Pemandangan & Tengara (12)', 'Tempat Belanja (7)', 'Tur (5)', 'Transportasi (5)', 'Makanan & Minuman (3)', 'Spa & Kebugaran (2)', 'Museum (2)', 'Wisata Alam & Taman (2)', 'Aktivitas Luar Ruangan (2)', 'Kursus & Sanggar (1)', 'Taman Air & Taman Hiburan (1)', 'Hiburan & Permainan (1)', 'Cocok untuk Anak-Anak (11)', 'Harga terjangkau (10)', 'Masuk Gratis (10)', 'Cocok untuk Kelompok Besar (6)', 'Bagus Saat Hujan (5)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']","Kalimantan Barat, Indonesia",8134,3
82,Indonesia,Parapat,Parapat,"['Tempat Belanja (1)', 'Pemandangan & Tengara (1)', 'Wisata Alam & Taman (1)', 'Aktivitas Luar Ruangan (1)', 'Harga terjangkau (2)', 'Cocok untuk Pasangan (1)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Tempat yang Belum Populer (1)', 'Masuk Gratis (1)']","Sumatera Utara, Indonesia",732,4
83,Indonesia,Sumatra,Sumatra,"['Aktivitas Luar Ruangan (455)', 'Wisata Alam & Taman (365)', 'Tur (337)', 'Pemandangan & Tengara (257)', 'Tempat Belanja (102)', 'Tur dengan Perahu & Olahraga Air (94)', 'Transportasi (79)', 'Spa & Kebugaran (46)', 'Museum (46)', 'Makanan & Minuman (29)', 'Hiburan malam (27)', 'Hiburan & Permainan (24)', 'Taman Air & Taman Hiburan (21)', 'Kursus & Sanggar (11)', 'Kebun Binatang & Akuarium (7)', '', '', '', 'Lihat semua', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (170)', 'Cocok untuk Kelompok Besar (139)', 'Masuk Gratis (108)', 'Cocok untuk Pasangan (79)', 'Cocok untuk Penggemar Aktivitas Ekstrem (61)', 'Bagus Saat Hujan (53)', 'Berjiwa petualang (51)', 'Lokasi bulan madu (31)', 'Tempat yang Belum Populer (28)']",Indonesia,141687,5
84,Indonesia,Singaraja,Singaraja,"['Tur (36)', 'Aktivitas Luar Ruangan (29)', 'Transportasi (18)', 'Tur dengan Perahu & Olahraga Air (13)', 'Wisata Alam & Taman (13)', 'Pemandangan & Tengara (10)', 'Spa & Kebugaran (5)', 'Tempat Belanja (3)', 'Hiburan malam (2)', 'Makanan & Minuman (2)', 'Museum (2)', 'Kursus & Sanggar (1)', 'Cocok untuk Pasangan (18)', 'Harga terjangkau (17)', 'Cocok untuk Anak-Anak (12)', 'Cocok untuk Kelompok Besar (10)', 'Cocok untuk Penggemar Aktivitas Ekstrem (8)', 'Lokasi bulan madu (6)', 'Bagus Saat Hujan (6)', 'Berjiwa petualang (5)', 'Tempat yang Belum Populer (3)', 'Masuk Gratis (3)']","Buleleng, Indonesia",12152,5
85,Indonesia,Banjarmasin,Banjarmasin,"['Pemandangan & Tengara (19)', 'Tempat Belanja (10)', 'Wisata Alam & Taman (9)', 'Aktivitas Luar Ruangan (7)', 'Taman Air & Taman Hiburan (4)', 'Spa & Kebugaran (3)', 'Tur (2)', 'Kebun Binatang & Akuarium (2)', 'Makanan & Minuman (1)', 'Museum (1)', 'Hiburan & Permainan (1)', 'Acara (1)', 'Harga terjangkau (7)', 'Cocok untuk Anak-Anak (7)', 'Masuk Gratis (6)', 'Cocok untuk Kelompok Besar (5)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Bagus Saat Hujan (1)']","Kalimantan Selatan, Indonesia",5862,2
86,Indonesia,Kintamani,Kintamani,"['Tur (110)', 'Aktivitas Luar Ruangan (92)', 'Pemandangan & Tengara (13)', 'Transportasi (13)', 'Tur dengan Perahu & Olahraga Air (9)', 'Wisata Alam & Taman (7)', 'Spa & Kebugaran (2)', 'Tempat Belanja (1)', 'Museum (1)', 'Cocok untuk Pasangan (37)', 'Harga terjangkau (33)', 'Cocok untuk Kelompok Besar (29)', 'Cocok untuk Penggemar Aktivitas Ekstrem (28)', 'Berjiwa petualang (24)', 'Lokasi bulan madu (16)', 'Cocok untuk Anak-Anak (12)', 'Masuk Gratis (7)', 'Tempat yang Belum Populer (5)', 'Bagus Saat Hujan (2)']","Bangli, Indonesia",16390,3
87,Indonesia,Tegal,Tegal,"['Wisata Alam & Taman (6)', 'Pemandangan & Tengara (3)', 'Tempat Belanja (2)', 'Tur (2)', 'Hiburan & Permainan (2)', 'Kursus & Sanggar (1)', 'Aktivitas Luar Ruangan (1)', 'Cocok untuk Anak-Anak (3)', 'Harga terjangkau (2)', 'Cocok untuk Pasangan (1)', 'Masuk Gratis (1)']","Jawa Tengah, Indonesia",986,3
88,Indonesia,Salatiga,Salatiga,"['Wisata Alam & Taman (4)', 'Tur (3)', 'Aktivitas Luar Ruangan (3)', 'Taman Air & Taman Hiburan (2)', 'Hiburan & Permainan (2)', 'Tempat Belanja (1)', 'Spa & Kebugaran (1)', 'Kursus & Sanggar (1)', 'Pemandangan & Tengara (1)', 'Transportasi (1)', 'Harga terjangkau (2)', 'Cocok untuk Anak-Anak (2)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Tempat yang Belum Populer (2)', 'Berjiwa petualang (1)']","Jawa Tengah, Indonesia",2073,3
89,Indonesia,Kepulauan Togian,Kepulauan Togian,"['Aktivitas Luar Ruangan (7)', 'Tur (6)', 'Tur dengan Perahu & Olahraga Air (5)', 'Wisata Alam & Taman (5)', 'Cocok untuk Pasangan (2)', 'Harga terjangkau (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Cocok untuk Anak-Anak (1)', 'Cocok untuk Kelompok Besar (1)', 'Masuk Gratis (1)']","Sulawesi Tengah, Indonesia",2516,1
90,Indonesia,Jember,Jember,"['Wisata Alam & Taman (13)', 'Aktivitas Luar Ruangan (10)', 'Tur (4)', 'Transportasi (4)', 'Pemandangan & Tengara (3)', 'Tempat Belanja (2)', 'Taman Air & Taman Hiburan (2)', 'Tur dengan Perahu & Olahraga Air (1)', 'Hiburan & Permainan (1)', 'Cocok untuk Anak-Anak (8)', 'Harga terjangkau (5)', 'Cocok untuk Kelompok Besar (4)', 'Masuk Gratis (2)', 'Berjiwa petualang (1)', 'Bagus Saat Hujan (1)']","Jawa Timur, Indonesia",2916,3
91,Indonesia,Padangbai,Padangbai,"['Tur (16)', 'Aktivitas Luar Ruangan (16)', 'Tur dengan Perahu & Olahraga Air (14)', 'Transportasi (12)', 'Spa & Kebugaran (3)', 'Hiburan malam (2)', 'Tempat Belanja (1)', 'Kursus & Sanggar (1)', 'Pemandangan & Tengara (1)', 'Wisata Alam & Taman (1)', 'Cocok untuk Pasangan (6)', 'Harga terjangkau (6)', 'Cocok untuk Penggemar Aktivitas Ekstrem (6)', 'Bagus Saat Hujan (5)', 'Lokasi bulan madu (3)', 'Cocok untuk Anak-Anak (2)', 'Cocok untuk Kelompok Besar (2)', 'Masuk Gratis (2)', 'Berjiwa petualang (2)']","Bali, Indonesia",7686,4
92,Indonesia,Lagoi,Lagoi,"['Aktivitas Luar Ruangan (8)', 'Tur (7)', 'Spa & Kebugaran (6)', 'Tur dengan Perahu & Olahraga Air (3)', 'Wisata Alam & Taman (2)', 'Hiburan malam (1)', 'Tempat Belanja (1)', 'Pemandangan & Tengara (1)', 'Kebun Binatang & Akuarium (1)', 'Hiburan & Permainan (1)', 'Cocok untuk Pasangan (8)', 'Cocok untuk Anak-Anak (6)', 'Bagus Saat Hujan (6)', 'Cocok untuk Kelompok Besar (5)', 'Harga terjangkau (3)', 'Lokasi bulan madu (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Masuk Gratis (2)', 'Berjiwa petualang (1)']","Bintan, Indonesia",13827,4
93,Indonesia,Karangasem,Karangasem,"['Tur (174)', 'Aktivitas Luar Ruangan (136)', 'Tur dengan Perahu & Olahraga Air (92)', 'Transportasi (36)', 'Pemandangan & Tengara (30)', 'Spa & Kebugaran (27)', 'Wisata Alam & Taman (21)', 'Tempat Belanja (13)', 'Kursus & Sanggar (9)', 'Hiburan malam (5)', 'Makanan & Minuman (5)', 'Museum (3)', 'Hiburan & Permainan (3)', 'Cocok untuk Pasangan (100)', 'Harga terjangkau (83)', 'Lokasi bulan madu (55)', 'Cocok untuk Anak-Anak (53)', 'Cocok untuk Kelompok Besar (53)', 'Cocok untuk Penggemar Aktivitas Ekstrem (50)', 'Bagus Saat Hujan (50)', 'Berjiwa petualang (18)', 'Masuk Gratis (15)', 'Tempat yang Belum Populer (14)']","Bali, Indonesia",109795,4
94,Indonesia,Ambon,Ambon,"['Wisata Alam & Taman (16)', 'Aktivitas Luar Ruangan (14)', 'Pemandangan & Tengara (11)', 'Tempat Belanja (4)', 'Tur (4)', 'Tur dengan Perahu & Olahraga Air (4)', 'Spa & Kebugaran (1)', 'Museum (1)', 'Transportasi (1)', 'Harga terjangkau (8)', 'Cocok untuk Anak-Anak (8)', 'Masuk Gratis (7)', 'Cocok untuk Kelompok Besar (3)', 'Cocok untuk Pasangan (2)', 'Bagus Saat Hujan (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']","Kepulauan Maluku, Indonesia",3372,2
95,Indonesia,Munduk,Munduk,"['Aktivitas Luar Ruangan (14)', 'Tur (13)', 'Transportasi (7)', 'Wisata Alam & Taman (3)', 'Makanan & Minuman (2)', 'Kursus & Sanggar (2)', 'Spa & Kebugaran (1)', 'Pemandangan & Tengara (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Harga terjangkau (8)', 'Cocok untuk Anak-Anak (6)', 'Cocok untuk Pasangan (5)', 'Cocok untuk Kelompok Besar (5)', 'Tempat yang Belum Populer (5)', 'Lokasi bulan madu (4)', 'Bagus Saat Hujan (3)']","Banjar, Indonesia",8625,3
96,Indonesia,Kediri,Kediri,"['Pemandangan & Tengara (19)', 'Wisata Alam & Taman (13)', 'Tempat Belanja (5)', 'Spa & Kebugaran (3)', 'Hiburan & Permainan (3)', 'Museum (2)', 'Taman Air & Taman Hiburan (2)', 'Aktivitas Luar Ruangan (2)', 'Hiburan malam (1)', 'Tur (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Konser & Pertunjukan (1)', 'Cocok untuk Anak-Anak (7)', 'Masuk Gratis (5)', 'Harga terjangkau (4)', 'Cocok untuk Kelompok Besar (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)']","Jawa Timur, Indonesia",2037,2
97,Indonesia,Jawa Barat,Jawa Barat,"['Wisata Alam & Taman (256)', 'Aktivitas Luar Ruangan (228)', 'Tur (224)', 'Pemandangan & Tengara (210)', 'Tempat Belanja (139)', 'Spa & Kebugaran (76)', 'Tur dengan Perahu & Olahraga Air (68)', 'Transportasi (65)', 'Hiburan & Permainan (55)', 'Taman Air & Taman Hiburan (49)', 'Museum (30)', 'Hiburan malam (25)', 'Makanan & Minuman (18)', 'Kursus & Sanggar (12)', 'Kebun Binatang & Akuarium (6)', '', '', '', 'Lihat semua', 'Cocok untuk Anak-Anak (167)', 'Harga terjangkau (154)', 'Cocok untuk Kelompok Besar (110)', 'Masuk Gratis (85)', 'Cocok untuk Pasangan (67)', 'Bagus Saat Hujan (65)', 'Cocok untuk Penggemar Aktivitas Ekstrem (34)', 'Berjiwa petualang (22)', 'Tempat yang Belum Populer (18)', 'Lokasi bulan madu (10)']","Jawa, Indonesia",265764,1
98,Indonesia,Jawa Timur,Jawa Timur,"['Aktivitas Luar Ruangan (567)', 'Tur (479)', 'Wisata Alam & Taman (415)', 'Pemandangan & Tengara (270)', 'Transportasi (130)', 'Tempat Belanja (115)', 'Tur dengan Perahu & Olahraga Air (83)', 'Spa & Kebugaran (71)', 'Taman Air & Taman Hiburan (47)', 'Museum (43)', 'Hiburan & Permainan (43)', 'Hiburan malam (23)', 'Makanan & Minuman (20)', 'Kursus & Sanggar (10)', 'Kebun Binatang & Akuarium (6)', '', '', 'Lihat semua', 'Harga terjangkau (186)', 'Cocok untuk Anak-Anak (179)', 'Cocok untuk Kelompok Besar (156)', 'Cocok untuk Pasangan (112)', 'Masuk Gratis (110)', 'Bagus Saat Hujan (63)', 'Cocok untuk Penggemar Aktivitas Ekstrem (59)', 'Berjiwa petualang (30)', 'Tempat yang Belum Populer (16)', 'Lokasi bulan madu (11)']","Jawa, Indonesia",183922,5
99,Indonesia,Depok,Depok,"['Tur (10)', 'Aktivitas Luar Ruangan (9)', 'Spa & Kebugaran (4)', 'Transportasi (4)', 'Tempat Belanja (3)', 'Tur dengan Perahu & Olahraga Air (3)', 'Hiburan & Permainan (2)', 'Makanan & Minuman (1)', 'Kursus & Sanggar (1)', 'Pemandangan & Tengara (1)', 'Museum (1)', 'Bagus Saat Hujan (4)', 'Cocok untuk Pasangan (3)', 'Harga terjangkau (2)', 'Cocok untuk Anak-Anak (1)', 'Lokasi bulan madu (1)', 'Masuk Gratis (1)']","Jawa Barat, Indonesia",2758,4
100,Indonesia,Kecamatan Kuta,Kecamatan Kuta,"['Tur (985)', 'Aktivitas Luar Ruangan (613)', 'Spa & Kebugaran (388)', 'Tur dengan Perahu & Olahraga Air (376)', 'Transportasi (263)', 'Tempat Belanja (210)', 'Hiburan malam (88)', 'Makanan & Minuman (59)', 'Kursus & Sanggar (51)', 'Hiburan & Permainan (34)', 'Museum (22)', 'Pemandangan & Tengara (20)', 'Wisata Alam & Taman (17)', 'Konser & Pertunjukan (7)', 'Taman Air & Taman Hiburan (4)', '', '', 'Lihat semua', 'Cocok untuk Pasangan (409)', 'Bagus Saat Hujan (378)', 'Harga terjangkau (302)', 'Cocok untuk Anak-Anak (241)', 'Cocok untuk Kelompok Besar (209)', 'Lokasi bulan madu (158)', 'Masuk Gratis (112)', 'Cocok untuk Penggemar Aktivitas Ekstrem (107)', 'Berjiwa petualang (41)', 'Tempat yang Belum Populer (29)']","Bali, Indonesia",977574,5
101,Indonesia,Palangkaraya,Palangkaraya,"['Wisata Alam & Taman (7)', 'Aktivitas Luar Ruangan (6)', 'Tur (5)', 'Pemandangan & Tengara (5)', 'Tur dengan Perahu & Olahraga Air (4)', 'Hiburan & Permainan (3)', 'Spa & Kebugaran (2)', 'Kursus & Sanggar (1)', 'Museum (1)', 'Transportasi (1)', 'Harga terjangkau (6)', 'Cocok untuk Anak-Anak (5)', 'Cocok untuk Kelompok Besar (4)', 'Cocok untuk Pasangan (3)', 'Berjiwa petualang (3)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Masuk Gratis (2)', 'Bagus Saat Hujan (2)', 'Tempat yang Belum Populer (1)']","Kalimantan Tengah, Indonesia",1768,4
102,Indonesia,Situbondo,Situbondo,"['Wisata Alam & Taman (6)', 'Aktivitas Luar Ruangan (5)', 'Tur (1)', 'Pemandangan & Tengara (1)', 'Harga terjangkau (3)', 'Cocok untuk Anak-Anak (3)', 'Cocok untuk Kelompok Besar (3)', 'Cocok untuk Pasangan (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Masuk Gratis (1)', 'Berjiwa petualang (1)']","Jawa Timur, Indonesia",634,4
103,Indonesia,Mojokerto,Mojokerto,"['Pemandangan & Tengara (17)', 'Wisata Alam & Taman (11)', 'Aktivitas Luar Ruangan (2)', 'Tempat Belanja (1)', 'Spa & Kebugaran (1)', 'Tur (1)', 'Museum (1)', 'Taman Air & Taman Hiburan (1)', 'Tur dengan Perahu & Olahraga Air (1)', 'Hiburan & Permainan (1)', 'Harga terjangkau (7)', 'Cocok untuk Kelompok Besar (3)', 'Cocok untuk Anak-Anak (2)', 'Bagus Saat Hujan (1)']","Jawa Timur, Indonesia",863,4
104,Indonesia,Carita,Carita,"['Tur (6)', 'Aktivitas Luar Ruangan (6)', 'Tur dengan Perahu & Olahraga Air (2)', 'Wisata Alam & Taman (1)', 'Cocok untuk Pasangan (3)', 'Cocok untuk Anak-Anak (3)', 'Bagus Saat Hujan (2)']","Labuhan, Indonesia",188,2
105,Indonesia,Mengwi,Mengwi,"['Tur (32)', 'Aktivitas Luar Ruangan (14)', 'Pemandangan & Tengara (7)', 'Tur dengan Perahu & Olahraga Air (5)', 'Wisata Alam & Taman (4)', 'Transportasi (3)', 'Museum (2)', 'Tempat Belanja (1)', 'Makanan & Minuman (1)', 'Spa & Kebugaran (1)', 'Kursus & Sanggar (1)', 'Hiburan & Permainan (1)', 'Konser & Pertunjukan (1)', 'Cocok untuk Anak-Anak (11)', 'Cocok untuk Pasangan (10)', 'Harga terjangkau (9)', 'Cocok untuk Kelompok Besar (9)', 'Bagus Saat Hujan (6)', 'Lokasi bulan madu (4)', 'Cocok untuk Penggemar Aktivitas Ekstrem (2)', 'Tempat yang Belum Populer (2)', 'Masuk Gratis (1)', 'Berjiwa petualang (1)']","Bali, Indonesia",5927,4
106,Indonesia,Tampaksiring,Tampaksiring,"['Tur (21)', 'Aktivitas Luar Ruangan (16)', 'Pemandangan & Tengara (12)', 'Tur dengan Perahu & Olahraga Air (7)', 'Tempat Belanja (4)', 'Museum (2)', 'Taman Air & Taman Hiburan (2)', 'Spa & Kebugaran (1)', 'Kursus & Sanggar (1)', 'Cocok untuk Pasangan (10)', 'Harga terjangkau (8)', 'Cocok untuk Kelompok Besar (7)', 'Cocok untuk Anak-Anak (6)', 'Masuk Gratis (4)', 'Lokasi bulan madu (3)', 'Tempat yang Belum Populer (3)', 'Bagus Saat Hujan (2)', 'Cocok untuk Penggemar Aktivitas Ekstrem (1)', 'Berjiwa petualang (1)']","Gianyar Regency, Indonesia",8115,2
107,Indonesia,Pasuruan,Pasuruan,"['Wisata Alam & Taman (9)', 'Pemandangan & Tengara (8)', 'Aktivitas Luar Ruangan (4)', 'Tempat Belanja (2)', 'Tur (1)', 'Museum (1)', 'Taman Air & Taman Hiburan (1)', 'Cocok untuk Anak-Anak (5)', 'Harga terjangkau (4)', 'Cocok untuk Kelompok Besar (4)', 'Cocok untuk Pasangan (2)', 'Lokasi bulan madu (1)', 'Masuk Gratis (1)']","Jawa Timur, Indonesia",1723,3
